state_code,city,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,diff_founded_first_funding,diff_founded_last_funding,negative_age_first_funding_year,negative_age_last_funding_year,negative_age_first_milestone_year,negative_age_last_milestone_year,abs_diff_founded_first_funding,abs_diff_founded_last_funding,is_outlier,founded_year,founded_at_days,first_funding_at_days,last_funding_at_days
1,83,0.0,0.0,0.3342,3.2219,5,1,300000,4,2,0,1,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,10,8644,8644,8644
1,84,0.7507,3.0137,3.055353047989624,4.754422568093385,3,3,54000000,0,15,1,0,0,0,1,0,2.6667,1,0,0,3,0,0,0,0,0,3,0,10,8401,8675,9501
1,85,3.8767,7.1973,2.6658,7.1973,3,4,28000000,2,1,1,0,0,1,1,0,3.0,1,0,4,7,0,0,0,0,4,7,0,6,7183,8598,9810
13,30,0.0,0.0,0.0,0.0,2,1,20000,1,5,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,10105,10105,10105
1,10,1.2904,6.388999999999999,0.0,0.0,2,6,55900000,1,8,1,0,1,1,1,0,3.2,1,0,1,6,0,0,0,0,1,6,0,3,8036,8507,10368
15,80,0.1068,4.7342,3.055353047989624,4.754422568093385,0,4,19550000,0,27,1,0,1,0,0,0,1.0,1,0,0,5,0,0,0,0,0,5,0,3,8279,8318,10007
1,1,10.5315,10.5315,3.055353047989624,4.754422568093385,0,1,2600000,0,17,1,0,0,0,0,0,1.0,1,0,10,10,0,0,0,0,10,10,0,9,6210,10054,10054
1,1,1.2493,1.2493,2.589,2.589,6,1,1500000,1,1,0,0,0,0,0,0,1.0,0,0,1,1,0,0,0,0,1,1,0,3,8279,8735,8735
11,86,0.0027,0.0027,0.5836,0.5836,3,1,20000,1,11,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,5,9238,9239,9239
25,87,3.6548,3.6548,3.055353047989624,4.754422568093385,0,1,1900000,0,4,0,0,1,0,0,0,1.0,1,0,3,3,0,0,0,0,3,3,0,8,7671,9005,9005
26,88,2.9808,5.211,3.055353047989624,4.754422568093385,4,2,13875001,0,15,0,0,0,0,0,0,10.0,1,0,2,5,0,0,0,0,2,5,0,10,8401,9489,10303
15,41,0.4301,0.4301,2.0027,2.0027,6,1,13000000,1,3,0,0,1,0,0,0,4.0,1,0,0,0,0,0,0,0,0,0,0,10,8401,8558,8558
1,1,0.0164,0.0164,3.055353047989624,4.754422568093385,3,1,25000,0,11,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,5,9302,9308,9308
0,0,2.0027,2.0027,3.055353047989624,4.754422568093385,4,1,500000,0,11,0,1,0,0,0,0,5.0,0,0,2,2,0,0,0,0,2,2,0,3,8276,9007,9007
11,89,6.6082,6.6082,3.055353047989624,4.754422568093385,0,1,200000,0,2,1,0,0,0,0,0,1.0,0,0,6,6,0,0,0,0,6,6,0,16,5479,7891,7891
15,41,0.7425,0.7425,1.1671,3.9151,9,1,4000000,2,12,0,0,1,0,0,0,2.0,1,0,1,1,0,0,0,0,1,1,0,3,8187,8458,8458
1,14,4.0849,5.5836,3.055353047989624,4.754422568093385,2,2,48000000,0,8,0,0,0,0,1,1,6.0,1,0,4,5,0,0,0,0,4,5,0,7,6575,8066,8613
0,0,2.0027,3.9178,3.0027,5.2192,8,3,45000000,3,24,0,0,1,0,0,0,1.0,0,0,2,3,0,0,0,0,2,3,0,4,7305,8036,8735
1,14,4.8438,4.8438,3.055353047989624,4.754422568093385,2,1,10000000,0,3,0,0,0,1,0,0,2.0,0,0,4,4,0,0,0,0,4,4,0,4,7305,9073,9073
1,12,4.2192,4.2192,3.055353047989624,4.754422568093385,0,1,1000000,0,16,1,0,0,0,0,0,2.0,0,0,4,4,0,0,0,0,4,4,0,7,6575,8115,8115
2,90,0.7644,0.7644,3.055353047989624,4.754422568093385,3,1,500000,0,24,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,5,9132,9411,9411
2,49,3.5041,5.4438,3.055353047989624,4.754422568093385,3,2,3508462,0,23,1,0,1,0,0,0,3.0,1,0,3,5,0,0,0,0,3,5,0,3,8187,9466,10174
0,0,0.6685,1.926,0.0,0.0,2,2,10800000,1,9,1,0,1,0,0,0,2.0,1,0,0,2,0,0,0,0,0,2,0,3,8126,8370,8829
25,91,1.3397,4.6548,1.3589,1.3753,0,5,7228704,2,14,1,0,1,0,0,0,2.0,1,0,1,4,0,0,0,0,1,4,0,5,9132,9621,10831
13,92,0.0,0.0,0.0,0.0,2,1,250000,1,1,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,9617,9617,9617
2,2,2.3452,2.3452,3.055353047989624,4.754422568093385,0,1,35000000,0,15,0,0,0,0,1,0,1.0,0,0,2,2,0,0,0,0,2,2,0,12,8766,9622,9622
0,0,1.5123,3.6082,1.3178,4.1589,8,2,7350000,3,24,0,0,1,1,0,0,4.5,1,0,1,3,0,0,0,0,1,3,0,8,7767,8319,9084
1,93,1.8658,1.8658,0.0,1.863,2,1,2300000,2,15,0,0,1,0,0,0,2.0,1,0,1,1,0,0,0,0,1,1,0,10,8401,9082,9082
1,39,2.6986,4.0027,1.0,1.0,2,2,19700000,1,3,1,0,0,1,0,0,4.0,1,0,2,4,0,0,0,0,2,4,0,6,6940,7925,8401
4,4,3.5808,3.5808,1.0027,7.5918,3,1,4100000,3,11,1,0,0,0,0,0,1.0,1,0,3,3,0,0,1,0,3,3,0,8,7671,8978,8978
1,17,2.2986,3.2110000000000003,3.5945,4.5753,4,2,12000000,3,19,0,0,0,1,1,0,2.0,1,0,2,3,0,0,0,0,2,3,0,8,7671,8510,8843
1,14,1.0027,1.0027,1.1644,3.5699,2,1,5000000,2,24,0,0,1,0,0,0,3.0,0,0,1,1,0,0,0,0,1,1,0,4,7305,7671,7671
1,53,0.9863,1.6575,1.3342,1.3342,1,2,7500000,1,24,0,0,1,0,0,0,1.0,0,0,0,1,0,0,1,1,0,1,0,3,8036,8396,8641
1,11,0.6685,0.6685,0.0,0.0,2,1,2600000,1,12,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,12,8766,9010,9010
0,0,0.1671,3.7808,3.8356,6.1178,6,2,626096,3,17,1,0,1,0,0,0,1.0,1,0,1,4,0,0,0,0,1,4,0,10,8705,8766,10085
22,94,1.0,2.0,3.2493,3.2493,2,2,18400000,1,9,1,0,0,0,0,0,1.0,0,0,1,2,0,0,0,0,1,2,0,3,8036,8401,8766
15,95,2.189,2.189,3.055353047989624,4.754422568093385,32,1,9000000,0,7,0,0,0,1,0,0,4.0,1,0,2,2,0,0,0,0,2,2,0,4,7365,8164,8164
13,96,7.9178,10.9041,3.055353047989624,4.754422568093385,4,3,13222860,0,4,1,0,0,0,0,0,3.0,1,0,7,10,0,0,0,0,7,10,0,16,5479,8369,9459
7,97,0.411,3.9699,4.2521,5.7671,13,4,24500000,4,3,0,0,1,1,1,0,2.5,1,0,1,4,0,0,0,0,1,4,0,3,8279,8429,9728
15,98,0.8712,0.8712,3.055353047989624,4.754422568093385,1,1,30000,0,3,0,1,0,0,0,0,1.0,0,0,1,1,0,0,0,0,1,1,0,10,8745,9063,9063
7,45,4.3151,5.8301,3.055353047989624,4.754422568093385,1,2,16000000,0,3,0,0,1,1,0,0,3.0,1,0,4,5,0,0,0,0,4,5,0,9,6210,7785,8338
20,99,0.1671,2.0192,3.055353047989624,4.754422568093385,9,2,5000000,0,3,0,0,1,1,0,0,2.5,1,0,0,2,1,0,0,0,0,2,0,3,8309,8248,9046
0,0,0.1151,0.1151,0.0466,0.0466,1,1,150000,1,24,0,1,0,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,9539,9497,9497
1,11,0.1041,2.3863,2.3315,2.7918,7,2,4000000,2,28,1,0,1,0,0,0,1.0,1,0,0,2,0,0,0,0,0,2,0,12,8766,8804,9637
1,14,4.5452,4.5452,5.0027,5.0027,3,1,7500000,1,16,0,0,0,1,0,0,3.0,1,0,4,4,0,0,0,0,4,4,0,7,6575,8234,8234
1,7,3.3315,3.3315,3.055353047989624,4.754422568093385,0,1,9500000,0,3,1,0,0,0,0,0,2.0,0,0,3,3,0,0,0,0,3,3,0,7,6575,7791,7791
1,1,9.3534,12.4055,7.0055,11.3836,9,3,30300000,2,24,1,0,0,0,0,1,4.5,1,0,9,12,0,0,0,0,9,12,0,16,5479,8893,10007
1,7,7.4904,7.874,7.0055,7.0055,6,2,18000000,1,8,1,0,0,1,0,0,4.0,1,0,7,7,0,0,0,0,7,7,0,16,5479,8213,8353
8,100,1.4082,1.4082,0.0,0.0,1,1,5500000,1,3,1,0,0,0,0,0,3.0,1,0,1,1,0,0,0,0,1,1,0,10,8401,8915,8915
7,45,4.5397,9.337,2.0027,2.0027,2,2,19000000,1,3,1,0,0,1,0,0,3.5,1,0,4,9,0,0,0,0,4,9,0,6,6940,8597,10348
1,73,0.8329,0.8329,0.1671,1.189,5,1,154000,2,26,0,1,0,0,0,0,1.0,0,0,1,1,0,0,1,0,1,1,0,0,9770,10074,10074
0,0,0.6192,1.5863,3.055353047989624,4.754422568093385,2,2,890000,0,17,0,1,0,0,0,0,3.0,1,0,0,1,0,0,0,0,0,1,0,1,9862,10088,10441
2,101,4.5863,4.5863,3.055353047989624,4.754422568093385,1,1,100000,0,13,1,0,0,0,0,0,1.0,1,0,4,4,0,0,0,0,4,4,0,3,8036,9710,9710
27,102,0.0,4.3945,3.1534,4.3945,5,7,24300000,2,3,1,1,1,1,0,0,2.0,1,0,0,4,0,0,0,0,0,4,0,10,8401,8401,10005
1,9,3.1342,5.2521,3.1342,3.5425,6,2,6760000,2,11,1,0,0,0,0,0,1.5,1,0,3,5,0,0,0,0,3,5,0,10,8401,9545,10318
4,4,0.8329,0.8329,0.6658,0.6658,3,1,12000,1,24,0,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,9497,9801,9801
28,103,1.5973,2.1781,0.0822,0.0822,2,2,2387481,1,18,1,0,0,0,0,0,1.0,1,0,2,2,0,0,0,0,2,2,0,12,9010,9593,9805
7,104,2.4164,4.7753,4.0027,4.0027,2,2,15000000,1,3,0,0,1,1,0,0,2.5,1,0,2,4,0,0,0,0,2,4,0,6,6940,7822,8683
25,105,0.2521,0.337,3.055353047989624,4.754422568093385,5,2,455000,0,2,0,1,1,0,0,0,4.5,1,0,0,0,0,0,0,0,0,0,0,10,8521,8613,8644
1,1,1.6685,9.337,7.3808,10.474,17,4,40400000,3,19,0,0,1,1,1,1,1.6667,1,1,1,9,0,0,0,0,1,9,0,6,6940,7549,10348
0,0,1.0,2.7096,3.055353047989624,4.754422568093385,1,2,12000000,0,24,0,0,1,1,0,0,1.0,0,0,1,2,0,0,0,0,1,2,0,3,8036,8401,9025
29,106,4.0301,4.0849,3.055353047989624,4.754422568093385,3,2,2257464,0,13,1,0,0,0,0,0,1.0,0,0,4,4,0,0,0,0,4,4,0,3,8036,9507,9527
1,17,1.9562,1.9562,1.0027,1.0027,5,1,5000000,1,11,0,0,1,0,0,0,1.0,0,0,1,1,0,0,0,0,1,1,0,12,8766,9480,9480
4,4,0.9178,0.9178,3.055353047989624,4.754422568093385,4,1,1500000,0,11,0,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,0,0,0,4,7640,7305,7305
1,7,3.6493,3.6493,3.055353047989624,4.754422568093385,2,1,21000000,0,3,0,0,0,0,1,0,4.0,1,0,3,3,0,0,0,0,3,3,0,6,6940,8272,8272
1,107,1.4521,1.4521,3.055353047989624,4.754422568093385,0,1,4000000,0,11,0,0,1,0,0,0,3.0,0,0,1,1,0,0,0,0,1,1,0,8,7822,8352,8352
4,4,0.1589,2.4274,0.1699,2.2137,1,2,9000000,2,1,1,0,1,0,0,0,1.0,1,0,0,3,0,0,1,0,0,3,0,12,9010,9068,9896
1,21,1.0877,2.5616,4.0027,4.0027,7,2,9500000,1,3,0,0,1,1,0,0,2.5,1,0,1,2,0,0,0,0,1,2,0,4,7305,7702,8240
1,108,4.2219,4.2219,3.055353047989624,4.754422568093385,4,1,26000000,0,2,0,0,0,0,0,1,4.0,1,0,4,4,0,0,0,0,4,4,0,9,6210,7751,7751
30,109,5.1315,5.1315,3.1616,8.5123,6,1,2000000,2,19,0,0,1,0,0,0,2.0,0,0,6,6,0,0,0,0,6,6,0,4,7642,9515,9515
1,11,1.0849,5.3370000000000015,0.6164,4.6082,8,5,10400000,2,11,1,1,1,0,0,0,1.75,1,0,1,5,0,0,1,0,1,5,0,3,8036,8432,9984
0,0,0.0,0.0,0.1096,0.1096,2,1,5000000,1,24,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,10,8552,8552,8552
1,1,0.8329,0.8329,3.055353047989624,4.754422568093385,3,1,545000,0,2,0,1,0,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,5,9132,9436,9436
1,7,6.263,6.263,6.0055,6.0055,10,1,22200000,1,2,0,0,0,0,0,0,9.0,1,0,6,6,0,0,0,0,6,6,0,2,5844,8130,8130
31,110,0.3699,0.3699,3.055353047989624,4.754422568093385,3,1,7000000,0,7,0,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,12,8766,8901,8901
1,111,5.5671,8.5342,5.6055,7.8384,3,3,36300000,2,29,1,0,0,0,1,0,1.5,1,0,5,8,0,0,0,0,5,8,0,6,6940,8972,10055
1,15,0.5808,2.5123,0.5918,4.9699,9,3,1415000,4,22,1,1,0,0,0,0,1.0,1,1,0,2,0,0,0,0,0,2,0,10,8401,8613,9318
1,1,0.0,0.0,1.2521,1.2521,4,1,325000,1,15,0,1,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,5,9313,9313,9313
4,34,2.6493,2.6493,1.0,1.0,1,1,29000000,1,24,1,0,0,0,0,0,5.0,1,0,2,2,0,0,0,0,2,2,0,10,8401,9368,9368
1,10,5.7836,5.7836,2.0027,2.0027,1,1,10000000,1,8,1,0,0,0,0,0,3.0,1,0,5,5,0,0,0,0,5,5,0,4,7305,9416,9416
15,81,1.2904,1.2904,7.1233,7.1233,3,1,2000000,1,11,0,0,1,0,0,0,1.0,0,0,2,2,0,0,0,0,2,2,0,3,8309,8780,8780
32,112,9.7534,9.7534,9.7534,9.7534,1,1,50000,1,3,1,0,0,0,0,0,1.0,0,0,9,9,0,0,0,0,9,9,0,11,4749,8309,8309
1,9,0.0849,0.0849,3.055353047989624,4.754422568093385,3,1,650000,0,2,0,1,0,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,10,8432,8401,8401
1,21,1.1836,1.1836,0.9178,0.9178,1,1,1700000,1,11,0,0,1,0,0,0,1.0,0,0,1,1,0,0,0,0,1,1,0,10,8644,9076,9076
1,1,1.1671,1.1671,1.926,4.0137,19,1,3000000,4,19,0,0,1,0,0,0,2.0,1,1,1,1,0,0,0,0,1,1,0,3,8309,8735,8735
1,113,1.3534,2.1644,4.5178,4.5178,3,2,10500000,1,4,0,0,1,1,0,0,2.0,1,0,1,2,0,0,0,0,1,2,0,10,8401,8895,9191
15,114,16.4192,16.4192,3.055353047989624,4.754422568093385,0,1,6000000,0,15,0,0,0,1,0,0,3.0,0,0,16,16,0,0,0,0,16,16,1,21,2922,8915,8915
1,9,1.1836,1.1836,0.8301,0.8301,1,1,2000000,1,11,0,0,0,0,0,0,1.0,0,0,-1,-1,1,1,0,0,1,1,0,10,8588,8156,8156
7,115,2.7836,10.9507,1.9151,1.9151,10,3,19009671,1,13,0,0,0,1,0,0,2.0,1,0,3,11,0,0,1,1,3,11,0,16,5813,6829,9810
1,17,3.1562,3.1562,3.055353047989624,4.754422568093385,0,1,20000000,0,8,0,0,0,1,0,0,3.0,1,0,3,3,0,0,0,0,3,3,0,4,7305,8457,8457
25,116,3.5123,3.9562,3.9534,4.8356,5,2,510000000,3,15,1,0,0,0,0,0,2.5,1,0,3,3,0,0,0,0,3,3,0,10,8401,9683,9845
1,117,0.7726,0.7726,0.3123,1.1479,3,1,2000000,2,11,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,9862,10144,10144
1,21,0.6658,0.6658,0.4192,0.4192,2,1,20000,1,10,0,1,0,0,0,0,1.0,0,0,1,1,0,0,0,0,1,1,0,1,10105,10348,10348
1,1,5.8438,6.9452,5.9205,6.3808,6,2,13000000,2,8,1,0,0,0,1,0,2.0,1,0,5,6,0,0,0,0,5,6,0,4,7305,9438,9840
1,53,1.0,3.6493,3.4986,3.4986,10,2,12100000,1,11,0,0,1,1,0,0,1.0,1,0,1,3,0,0,0,0,1,3,0,8,7671,8036,9003
1,21,0.6712,0.6712,0.0,0.7562,3,1,100000,2,24,0,1,0,0,0,0,1.0,0,0,1,1,0,0,0,0,1,1,0,0,9617,9862,9862
33,118,4.1315,6.1507,5.5699,6.1096,10,2,2192000,3,2,1,0,0,1,0,0,3.0,0,0,4,6,0,0,0,0,4,6,0,8,7671,9179,9916
1,14,0.1534,2.3425,0.063,1.5836,8,2,3000000,3,17,0,1,1,0,0,0,3.5,1,0,0,2,1,0,0,0,0,2,0,5,9339,9283,10194
1,1,0.0,0.0,3.055353047989624,4.754422568093385,2,1,990000,0,11,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,10,8641,8641,8641
1,14,0.0,2.8356,2.9205,4.3096,7,5,43600000,3,12,0,0,1,1,1,1,3.0,1,0,0,3,0,0,0,0,0,3,0,8,7852,7852,8887
1,39,2.3973,6.0329,3.055353047989624,4.754422568093385,1,4,21470000,0,15,0,0,1,1,0,0,3.5,1,0,2,6,0,0,0,0,2,6,0,4,7305,8180,9507
1,12,0.2164,4.8438,0.2164,6.2466,22,5,70000000,5,9,1,0,1,1,1,0,4.2,1,0,0,5,0,0,0,0,0,5,0,10,8582,8661,10350
29,119,7.3151,7.3151,5.0055,5.0055,6,1,16980999,1,13,0,0,0,1,0,0,1.0,1,1,7,7,0,0,0,0,7,7,0,2,5844,8514,8514
1,14,3.811,5.1781,1.7507,3.589,2,2,17000000,2,3,1,0,0,0,1,0,3.0,1,0,3,5,0,0,0,0,3,5,0,6,6940,8331,8830
1,1,0.463,0.463,1.2795,1.8192,16,1,3500000,2,9,0,0,1,0,0,0,5.0,1,0,1,1,0,0,0,0,1,1,0,0,9740,9909,9909
1,120,4.9068,8.1014,3.055353047989624,4.754422568093385,3,3,4476171,0,19,1,0,1,0,0,0,2.0,1,0,4,8,0,0,0,0,4,8,0,7,6575,8366,9532
4,121,0.0164,0.0164,0.0,0.0,1,1,30000,1,19,0,1,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,9921,9927,9927
1,122,2.3068,9.4247,4.4986,11.4164,12,7,98170000,3,17,1,0,0,1,1,1,5.2,1,0,2,9,0,0,0,0,2,9,0,9,6210,7052,9650
1,1,0.0,1.6685,0.0384,0.0384,2,2,1300000,1,24,1,1,0,0,0,0,1.0,1,0,0,2,0,0,0,0,0,2,0,0,9709,9709,10318
3,3,6.3726,6.3726,3.055353047989624,4.754422568093385,0,1,4000000,0,3,1,0,0,0,0,0,3.0,0,0,6,6,0,0,0,0,6,6,0,9,6210,8536,8536
1,123,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,3,0,0,1,1,1,0,1.3333,1,0,4,9,0,0,0,0,4,9,0,9,6210,7914,9538
7,22,0.8329,4.0712,2.0,2.0,3,3,11035000,1,3,1,0,0,1,1,0,1.6667,1,0,0,4,0,0,0,0,0,4,0,8,7671,7975,9157
1,9,0.8027,0.8027,0.0,1.411,5,1,5000000,2,11,0,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,9497,9790,9790
1,111,0.5808,1.6548,3.055353047989624,4.754422568093385,3,2,850000,0,1,0,1,1,0,0,0,1.0,1,0,1,2,0,0,0,0,1,2,0,3,8309,8521,8913
0,0,2.6575,2.6575,0.0,0.0,1,1,4000000,1,3,0,0,0,1,0,0,1.0,1,0,3,3,0,0,0,0,3,3,0,4,7487,8457,8457
1,26,3.6027,3.6027,3.0027,3.0027,2,1,10000000,1,2,0,0,0,0,1,0,4.0,1,0,3,3,0,0,0,0,3,3,0,7,6575,7890,7890
1,111,4.0274,4.0274,3.055353047989624,4.754422568093385,0,1,15000000,0,7,0,0,0,0,1,0,1.0,0,0,4,4,0,0,0,0,4,4,0,6,6940,8410,8410
25,124,10.3644,10.3644,5.8384,5.8384,4,1,21000000,1,7,1,0,0,0,0,0,5.0,1,0,10,10,0,0,0,0,10,10,0,16,5479,9262,9262
1,53,0.7945,0.7945,2.0466,3.326,7,1,4000000,4,11,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,8,7685,7975,7975
4,4,0.7479,7.8247,4.3151,5.9041,16,7,26390819,3,11,1,0,1,1,0,0,1.3333,1,0,0,7,0,0,0,0,0,7,0,8,7732,8005,10588
1,1,0.6192,1.5945,1.0,4.3315,8,2,14600000,3,3,0,0,1,1,0,0,2.0,1,0,0,1,0,0,0,0,0,1,0,10,8401,8627,8983
1,9,5.6548,5.6548,3.055353047989624,4.754422568093385,0,1,2500000,0,3,1,0,0,0,0,0,2.0,1,0,5,5,0,0,0,0,5,5,0,2,5844,7908,7908
2,125,1.126,1.4055,0.7918,1.3973,3,2,200000,2,24,0,1,1,0,0,0,2.0,1,0,1,2,0,0,0,0,1,2,0,10,8690,9101,9203
29,126,4.3041,4.3041,3.055353047989624,4.754422568093385,0,1,2600000,0,2,0,0,1,0,0,0,1.0,0,0,4,4,0,0,0,0,4,4,0,7,6575,8146,8146
1,11,0.4438,0.4438,0.8192,0.8192,2,1,1200000,1,11,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,5,9222,9384,9384
1,127,2.4438,7.1973,2.0575,6.8767,6,3,25500100,3,3,1,0,0,1,0,0,2.5,1,0,3,8,0,0,1,0,3,8,0,4,7600,8492,10227
34,128,1.0,2.2493,1.7479,1.7479,3,2,350000,1,17,0,1,0,0,0,0,1.0,1,0,-1,2,1,0,0,0,1,2,0,0,9497,9132,10318
3,129,0.0,0.0,3.055353047989624,4.754422568093385,2,1,125000,0,9,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,12,9010,9010,9010
1,53,10.4247,13.0877,8.9808,12.7233,4,3,4087500,3,9,1,1,0,0,0,0,1.0,0,0,10,13,0,0,0,0,10,13,0,16,5599,9404,10376
9,18,0.0,0.6904,0.0,0.6904,6,2,650000,2,1,1,1,0,0,0,0,1.0,1,0,0,1,0,0,0,0,0,1,0,14,10440,10440,10692
1,7,5.8411,8.2219,3.055353047989624,4.754422568093385,4,3,47218498,0,7,1,0,0,0,1,1,3.3333,1,0,5,8,0,0,0,0,5,8,0,4,7305,9437,10306
2,130,2.0,3.5562,4.5699,4.5699,3,2,2100000,1,17,1,1,0,0,0,0,2.0,0,0,2,3,0,0,0,0,2,3,0,3,8036,8766,9334
3,131,0.0548,0.0548,0.0685,0.4,4,1,100000,2,22,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,10176,10196,10196
20,99,1.7863,3.3014,2.0822,2.3288,8,3,3352194,2,18,0,1,1,0,0,0,9.5,0,0,1,3,0,0,0,0,1,3,0,5,9132,9784,10337
1,10,0.3288,6.4192,1.1671,4.989,6,8,211403000,2,15,1,0,1,1,1,0,2.7143,1,0,1,7,0,0,0,0,1,7,0,8,7975,8095,10318
1,10,2.3479,3.4301,2.3562,4.0027,4,2,30000000,2,3,0,0,1,1,0,0,2.5,1,0,2,3,0,0,0,0,2,3,0,12,8766,9623,10018
1,7,4.0795,4.0795,3.055353047989624,4.754422568093385,0,1,4000000,0,3,0,0,0,1,0,0,6.0,1,0,4,4,0,0,0,0,4,4,0,6,6940,8429,8429
4,132,1.0877,1.0877,3.055353047989624,4.754422568093385,5,1,20500000,0,3,1,0,0,0,0,0,4.0,1,0,2,2,0,0,0,0,2,2,0,16,5813,6210,6210
1,14,2.2466,5.0356,3.055353047989624,4.754422568093385,2,2,9500000,0,8,1,0,0,1,0,0,3.0,1,0,2,5,0,0,0,0,2,5,0,8,7671,8491,9509
7,133,0.0,0.5808,0.0,0.0,1,2,53000,1,11,0,1,0,0,0,0,1.0,1,0,0,1,0,0,0,0,0,1,0,5,9344,9344,9556
4,134,1.6712,1.6712,3.055353047989624,4.754422568093385,3,1,350000,0,8,1,0,0,0,0,0,1.0,0,0,1,1,0,0,0,0,1,1,0,10,8491,9101,9101
7,135,0.0849,0.0849,1.0,0.1342,7,1,16700000,2,11,0,0,1,0,0,0,4.0,0,0,0,0,0,0,1,0,0,0,0,12,8766,8797,8797
7,45,5.2027,8.1178,8.0055,8.0055,2,2,10000000,1,2,1,0,0,0,1,0,2.5,1,0,5,8,0,0,0,0,5,8,0,2,5844,7743,8807
6,136,2.8356,3.1397,3.3781,3.7753,0,2,125000000,2,17,0,0,1,1,0,0,2.0,1,0,2,3,0,0,0,0,2,3,0,3,8036,9071,9182
13,30,1.8329,1.8329,1.7479,1.7479,4,1,690000,1,11,0,1,0,0,0,0,3.0,1,0,1,1,0,0,0,0,1,1,0,0,9528,10197,10197
1,21,0.3616,0.3616,0.3753,0.5425,9,1,100000,3,1,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,9869,10001,10001
1,21,0.6548,0.6548,3.055353047989624,4.754422568093385,3,1,900000,0,3,0,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,3,8036,8275,8275
1,1,1.874,6.4767,3.055353047989624,4.754422568093385,4,5,21138876,0,19,1,0,1,1,0,0,2.0,1,0,1,6,0,0,0,0,1,6,0,8,7671,8355,10035
0,137,0.0,2.4274,2.4274,2.4986,8,2,9030000,2,11,0,1,1,0,0,0,4.0,1,0,0,2,0,0,0,0,0,2,0,0,9497,9497,10383
1,21,1.8301,1.8301,1.1616,1.1616,4,1,1700000,2,22,0,0,0,0,0,0,7.0,1,0,1,1,0,0,0,0,1,1,0,0,9528,10196,10196
1,1,3.0356,6.7534,4.0027,4.0027,2,3,33000000,1,19,0,0,1,1,1,0,4.0,1,0,3,6,0,0,0,0,3,6,0,7,6575,7683,9040
0,0,0.0,0.0,0.3288,0.3288,2,1,1500000,1,5,0,0,0,0,0,0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,9528,9528,9528
0,138,0.1288,0.274,0.3068,0.3068,5,2,11000,1,11,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,9921,9968,10021
4,139,0.0,1.5808,0.1671,0.1671,1,2,400000,1,11,0,1,0,0,0,0,1.0,0,0,0,1,0,0,1,1,0,1,0,5,9132,9132,9709
1,140,0.8521,0.8521,0.0,2.9425,3,1,500000,3,11,0,1,0,0,0,0,3.0,1,0,1,1,0,0,0,0,1,1,0,0,9773,10084,10084
14,141,0.0192,0.8959,1.063,1.063,4,2,72000,1,9,0,1,0,0,0,0,1.0,0,0,0,1,1,0,0,0,0,1,0,5,9229,9222,9556
1,14,2.7945,6.0356,7.5014,8.0055,16,4,45000000,2,6,0,0,1,1,1,0,2.0,1,0,2,6,0,0,0,0,2,6,0,6,6940,7960,9143
1,26,1.2521,1.874,4.7178,5.0959,13,3,2600000,2,16,0,1,1,0,0,0,3.6667,1,1,1,2,0,0,0,0,1,2,0,3,8095,8552,8779
1,142,0.0,0.0,3.411,3.411,3,1,250000,1,16,0,1,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,12,9010,9010,9010
